,APINO,60_Interpol_OIL,90_Interpol_OIL,180_Interpol_OIL,365_Interpol_OIL,730_Interpol_OIL,60_Interpol_GAS,90_Interpol_GAS,180_Interpol_GAS,365_Interpol_GAS,730_Interpol_GAS,60_Interpol_WATER,90_Interpol_WATER,180_Interpol_WATER,365_Interpol_WATER,730_Interpol_WATER
538,49009293680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,49009293700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,49009293710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,49009293850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,49009293980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,49009294110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,49009294180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,49009294190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,49009294280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,49009294290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,49009294300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,49009294340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,49009294350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,49009294360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,49009294390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,49009294400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,49009294410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,49009294430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,49009294450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,49009294460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,49009294470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,49009294480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,49009294520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,49009294580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,49009294600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,49009294610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,49009294620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,49009294630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,49009294640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,49009294800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,49009294880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,49009295020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,49009295030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,49009295130000,17280,25920,54661,156988,360202,13260,19890,40339,90942,191043,59580,89370,174462,283811,497544
572,49009295150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,49009295160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,49009295210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,49009295270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,49009295580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,49009295590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,49009295600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,49009295620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,49009295950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,49009295960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,49009296030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,49009296060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,49009296460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,49009296510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,49009296520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,49009296670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,49009296830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,49009296910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,49009297070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,49009297080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,49009297090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,49009297910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,49009298080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,49009298360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,49009298390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,49009298400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,49009298410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,49009298420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,49009298430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,49009298840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,49009298850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,49009299190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,49009299200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,49009299210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,49009299270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,49009299290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,49009299360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,49009299430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,49009299440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,49009299470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,49009299720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,49009299790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,49009299930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,49009299950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,49009299960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,49009299980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,49009299990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,49009300020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,49009300640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,49009300650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,49009300710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,49009300730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,49009300850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,49009300860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,49009301030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,49009301360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,49009301380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,49009302000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,49009302110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,49009302330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,49009302920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,49009302950000,34505,51757,117432,325330,680291,49015,73522,161210,415657,845958,108950,163425,309161,516073,826602
634,49009303100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,49009303160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,49009303230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,49009303250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,49009303260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,49009303270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,49009304310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,49009304910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,49009305190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,49009305200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,49009305710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,49009305730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,49009306640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,49009308700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,49009308710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,49009308770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,49009308780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,49009308790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,49009308810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,49009308820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,49009308890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,49009308950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,49009309260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,49009309290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,49009309340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,49009309410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,49009309420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,49009309780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,49009311260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,49009314600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,49009314610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,49009314620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,49009314630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,49009317510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,49009329030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,49009331840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,49009331850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,49009336580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,49009336720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,49009336730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,49009336750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,49009336760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,49009336960000,55284,82926,176186,394439,591458,13980,20970,46452,110429,168182,71598,107397,203486,371948,524020
677,49009338830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,49009340560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,49009340580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,49009352130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,49009352140000,89301,133952,267905,546382,1122274,23004,34506,69013,159288,500967,37213,55820,111640,218553,363289
